,protocol,dst_addr,src_port,dst_port,forward_addr,app_name
7466,udp,202.120.224.26,49524,53,10.177.71.215,DNS
7506,tcp,220.246.254.81,54608,58991,10.177.71.215,HTTPS
7513,tcp,52.22.99.87,54762,443,10.177.71.215,HTTPS
7520,tcp,218.102.253.37,54613,38000,10.177.71.215,HTTPS
7539,udp,175.27.6.16,61107,8000,10.177.71.215,腾讯会议
7583,tcp,203.184.131.249,54606,51202,10.177.71.215,HTTPS
7585,udp,202.120.224.26,59028,53,10.177.71.215,DNS
7598,tcp,219.76.163.135,54620,20183,10.177.71.215,HTTPS
7599,tcp,219.76.163.135,54614,20183,10.177.71.215,HTTPS
7601,tcp,36.156.112.254,54609,31200,10.177.71.215,HTTPS
7609,tcp,203.184.131.249,54618,51202,10.177.71.215,HTTPS
7792,tcp,112.120.41.37,54612,38900,10.177.71.215,HTTPS
7796,tcp,112.120.41.37,54619,38900,10.177.71.215,HTTPS
7892,tcp,106.180.225.76,55046,23153,10.177.71.215,HTTPS
8092,tcp,182.61.200.162,54946,443,10.177.71.215,百度网盘
8103,tcp,182.61.200.162,54945,443,10.177.71.215,百度网盘
8136,tcp,106.180.225.76,54542,23153,10.177.71.215,HTTPS
8371,tcp,106.180.225.76,55082,23153,10.177.71.215,HTTPS
8656,tcp,106.180.225.76,52000,23153,10.177.71.215,HTTPS
8740,udp,202.120.224.26,18015,53,10.177.71.215,DNS
8767,udp,202.120.224.26,49811,53,10.177.71.215,DNS
8777,udp,202.120.224.26,42741,53,10.177.71.215,DNS
8859,tcp,106.180.225.76,54873,23153,10.177.71.215,HTTPS
8862,tcp,106.180.225.76,54876,23153,10.177.71.215,HTTPS
8919,tcp,106.180.225.76,55118,23153,10.177.71.215,HTTPS
9133,tcp,110.242.69.43,55002,443,10.177.71.215,百度网盘
9134,tcp,106.180.225.76,55134,23153,10.177.71.215,HTTPS
9365,tcp,106.180.225.76,55158,23153,10.177.71.215,HTTPS
9716,tcp,106.180.225.76,54898,23153,10.177.71.215,HTTPS
9813,tcp,106.180.225.76,55195,23153,10.177.71.215,HTTPS
10010,tcp,175.27.0.201,55212,80,10.177.71.215,微信消息
10158,tcp,175.27.0.201,55225,80,10.177.71.215,微信消息
10163,tcp,203.184.131.248,54291,19088,10.177.71.215,HTTPS
10187,tcp,203.184.131.250,54290,26881,10.177.71.215,HTTPS
10189,tcp,175.27.0.201,55224,80,10.177.71.215,微信消息
10273,tcp,106.180.225.76,55232,23153,10.177.71.215,HTTPS
10285,tcp,81.69.54.143,54931,443,10.177.71.215,腾讯会议
10299,tcp,110.242.70.52,54718,80,10.177.71.215,未知协议
10671,tcp,106.180.225.76,54539,23153,10.177.71.215,HTTPS
10681,tcp,106.180.225.76,55269,23153,10.177.71.215,HTTPS
10935,tcp,223.6.6.6,55296,443,10.177.71.215,DoH
10961,tcp,223.5.5.5,55295,443,10.177.71.215,DoH
10976,tcp,120.53.53.53,55294,443,10.177.71.215,HTTPS
11063,udp,104.21.57.33,61213,443,10.177.71.215,OpenAI
11161,tcp,120.53.53.53,55314,443,10.177.71.215,HTTPS
11166,tcp,106.180.225.76,55313,23153,10.177.71.215,HTTPS
11172,tcp,223.6.6.6,55316,443,10.177.71.215,DoH
11173,tcp,223.5.5.5,55315,443,10.177.71.215,DoH
11200,tcp,43.137.152.228,52696,443,10.177.71.215,微信消息
11201,tcp,106.180.225.76,49396,23153,10.177.71.215,HTTPS
11202,tcp,220.246.254.81,54753,58991,10.177.71.215,HTTPS
11203,tcp,109.244.228.108,61605,8080,10.177.71.215,腾讯微视
11204,tcp,220.246.254.81,54736,58991,10.177.71.215,HTTPS
11205,udp,101.35.76.132,59141,443,10.177.71.215,腾讯会议
11206,tcp,106.180.225.76,53026,23153,10.177.71.215,HTTPS
11207,udp,109.244.236.234,1863,30013,10.177.71.215,腾讯私有协议
11208,tcp,220.246.254.81,54465,58991,10.177.71.215,HTTPS
11209,tcp,220.246.254.81,54731,58991,10.177.71.215,HTTPS
11210,udp,114.114.114.114,62704,53,10.177.71.215,DNS
11211,tcp,106.180.225.76,55293,23153,10.177.71.215,HTTPS
11212,tcp,17.57.145.172,53855,5223,10.177.71.215,Apple私有协议
11213,udp,223.5.5.5,50301,53,10.177.71.215,DNS
11214,tcp,218.102.253.37,53151,38000,10.177.71.215,HTTPS
11215,tcp,220.246.254.81,54218,58991,10.177.71.215,HTTPS
11216,udp,121.51.167.108,1863,8015,10.177.71.215,未知协议
11217,tcp,220.246.254.81,54573,58991,10.177.71.215,HTTPS
11218,tcp,220.246.254.81,54454,58991,10.177.71.215,HTTPS
11219,tcp,13.224.167.21,54993,443,10.177.71.215,HTTPS
11220,tcp,220.246.254.81,54979,58991,10.177.71.215,SSL
11221,tcp,220.246.254.81,54752,58991,10.177.71.215,HTTPS
11222,tcp,106.180.225.76,65456,23153,10.177.71.215,HTTPS
11223,tcp,106.180.225.76,54878,23153,10.177.71.215,HTTPS
11224,tcp,52.163.231.110,65231,443,10.177.71.215,Skype
11225,tcp,106.180.225.76,57415,23153,10.177.71.215,HTTPS
11226,tcp,220.246.254.81,54464,58991,10.177.71.215,HTTPS
11227,tcp,220.246.254.81,54301,58991,10.177.71.215,HTTPS
11228,tcp,220.246.254.81,54286,58991,10.177.71.215,HTTPS
11229,tcp,175.27.6.112,52675,80,10.177.71.215,微信消息
11230,udp,119.45.68.206,53817,8002,10.177.71.215,腾讯会议
11231,tcp,110.242.70.52,54959,80,10.177.71.215,未知协议
11232,tcp,106.180.225.76,53041,23153,10.177.71.215,HTTPS
11233,tcp,220.246.254.81,54463,58991,10.177.71.215,HTTPS
11234,tcp,220.246.254.81,54576,58991,10.177.71.215,HTTPS
11235,udp,114.114.114.114,54641,53,10.177.71.215,DNS
11236,udp,119.29.29.29,53763,53,10.177.71.215,DNS
11237,udp,175.27.6.16,61726,8000,10.177.71.215,腾讯会议
11238,tcp,220.246.254.81,54457,58991,10.177.71.215,HTTPS
11239,tcp,106.180.225.76,57350,23153,10.177.71.215,HTTPS
11240,tcp,220.246.254.81,54194,58991,10.177.71.215,HTTPS
11241,udp,175.27.6.16,53085,8000,10.177.71.215,腾讯会议
11242,tcp,220.246.254.81,54462,58991,10.177.71.215,HTTPS
11243,tcp,220.246.254.81,54575,58991,10.177.71.215,HTTPS
11244,tcp,110.242.70.52,55223,80,10.177.71.215,百度网盘
11245,udp,119.29.29.29,53792,53,10.177.71.215,DNS
11246,tcp,218.102.253.37,54079,38000,10.177.71.215,HTTPS
11247,tcp,198.175.113.248,52456,9080,10.177.71.215,SSH
11248,udp,223.5.5.5,57933,53,10.177.71.215,DNS
11249,tcp,220.246.254.81,54750,58991,10.177.71.215,HTTPS
11250,tcp,106.180.225.76,52992,23153,10.177.71.215,HTTPS
