,protocol,dst_addr,src_port,dst_port,forward_addr,app_name
3940,tcp,175.27.37.114,58931,80,10.177.71.215,腾讯私有协议
3970,tcp,109.244.228.251,58932,80,10.177.71.215,微信消息
4051,tcp,175.27.37.141,58942,80,10.177.71.215,腾讯私有协议
4076,tcp,43.137.223.136,58946,80,10.177.71.215,腾讯私有协议
4100,tcp,175.27.37.114,58944,80,10.177.71.215,腾讯私有协议
4105,tcp,109.244.228.251,58943,80,10.177.71.215,微信消息
4110,tcp,109.244.228.251,58945,80,10.177.71.215,微信消息
4126,tcp,175.27.37.141,58957,80,10.177.71.215,腾讯私有协议
4131,tcp,43.137.191.78,58961,80,10.177.71.215,微信消息
4136,tcp,43.137.191.78,58965,80,10.177.71.215,微信消息
4152,tcp,43.137.221.103,58964,80,10.177.71.215,腾讯私有协议
4162,tcp,43.137.221.103,58960,80,10.177.71.215,腾讯私有协议
4171,tcp,43.137.191.78,58958,80,10.177.71.215,微信消息
4182,tcp,175.27.37.141,58928,80,10.177.71.215,腾讯私有协议
4183,tcp,43.137.223.19,58927,80,10.177.71.215,未知协议
4206,tcp,43.137.221.81,58919,80,10.177.71.215,未知协议
4270,tcp,43.137.223.166,58929,80,10.177.71.215,未知协议
4293,udp,202.120.224.26,63270,53,10.177.71.215,DNS
4301,tcp,109.244.228.251,58949,80,10.177.71.215,微信消息
4305,tcp,109.244.228.251,58948,80,10.177.71.215,微信消息
4308,tcp,175.27.3.208,58947,80,10.177.71.215,腾讯视频
4328,tcp,175.27.37.141,58938,80,10.177.71.215,未知协议
4345,tcp,175.27.37.141,58950,80,10.177.71.215,未知协议
4350,tcp,175.27.37.114,58952,80,10.177.71.215,腾讯私有协议
4357,tcp,43.137.222.33,58953,80,10.177.71.215,微信消息
4385,tcp,110.242.70.52,58050,80,10.177.71.215,百度网盘
4388,tcp,106.180.225.76,58989,23153,10.177.71.215,HTTPS
4439,tcp,175.27.38.170,58967,80,10.177.71.215,未知协议
4450,tcp,43.137.223.19,58971,80,10.177.71.215,微信消息
4463,tcp,175.27.37.200,58966,80,10.177.71.215,腾讯私有协议
4471,tcp,106.180.225.76,58814,23153,10.177.71.215,HTTPS
4483,tcp,106.180.225.76,58821,23153,10.177.71.215,HTTPS
4554,tcp,43.137.191.78,59014,80,10.177.71.215,微信消息
4573,tcp,43.137.191.78,59015,80,10.177.71.215,微信消息
4581,tcp,175.27.4.102,58845,80,10.177.71.215,微信消息
5056,tcp,106.180.225.76,59037,23153,10.177.71.215,HTTPS
5550,tcp,106.180.225.76,59051,23153,10.177.71.215,HTTPS
5587,tcp,106.180.225.76,59063,23153,10.177.71.215,HTTPS
5615,tcp,106.180.225.76,59061,23153,10.177.71.215,HTTPS
5621,tcp,106.180.225.76,59057,23153,10.177.71.215,HTTPS
5630,tcp,106.180.225.76,59053,23153,10.177.71.215,HTTPS
5648,tcp,106.180.225.76,59105,23153,10.177.71.215,HTTPS
5655,tcp,106.180.225.76,59111,23153,10.177.71.215,HTTPS
5659,tcp,106.180.225.76,59107,23153,10.177.71.215,HTTPS
5660,tcp,106.180.225.76,59073,23153,10.177.71.215,HTTPS
5664,tcp,106.180.225.76,59055,23153,10.177.71.215,HTTPS
5667,tcp,106.180.225.76,59103,23153,10.177.71.215,HTTPS
5674,tcp,106.180.225.76,59071,23153,10.177.71.215,HTTPS
5682,tcp,106.180.225.76,59109,23153,10.177.71.215,HTTPS
5694,tcp,106.180.225.76,59075,23153,10.177.71.215,HTTPS
5715,tcp,106.180.225.76,59153,23153,10.177.71.215,HTTPS
5733,tcp,106.180.225.76,59271,23153,10.177.71.215,HTTPS
5738,tcp,106.180.225.76,59087,23153,10.177.71.215,HTTPS
5746,tcp,106.180.225.76,59083,23153,10.177.71.215,HTTPS
5749,tcp,106.180.225.76,59275,23153,10.177.71.215,HTTPS
5754,tcp,106.180.225.76,59077,23153,10.177.71.215,HTTPS
5755,tcp,106.180.225.76,59121,23153,10.177.71.215,HTTPS
5758,tcp,106.180.225.76,59261,23153,10.177.71.215,HTTPS
5764,tcp,106.180.225.76,59133,23153,10.177.71.215,HTTPS
5770,tcp,106.180.225.76,59247,23153,10.177.71.215,HTTPS
5771,tcp,106.180.225.76,59265,23153,10.177.71.215,HTTPS
5774,tcp,106.180.225.76,59141,23153,10.177.71.215,HTTPS
5775,tcp,106.180.225.76,59099,23153,10.177.71.215,HTTPS
5776,tcp,106.180.225.76,59097,23153,10.177.71.215,HTTPS
5777,tcp,106.180.225.76,59131,23153,10.177.71.215,HTTPS
5780,tcp,106.180.225.76,59257,23153,10.177.71.215,HTTPS
5781,tcp,106.180.225.76,59174,23153,10.177.71.215,HTTPS
5784,tcp,106.180.225.76,59249,23153,10.177.71.215,HTTPS
5785,tcp,106.180.225.76,59065,23153,10.177.71.215,HTTPS
5786,tcp,106.180.225.76,59123,23153,10.177.71.215,HTTPS
5789,tcp,106.180.225.76,59269,23153,10.177.71.215,HTTPS
5790,tcp,106.180.225.76,59163,23153,10.177.71.215,HTTPS
5794,tcp,106.180.225.76,59137,23153,10.177.71.215,HTTPS
5797,tcp,106.180.225.76,59127,23153,10.177.71.215,HTTPS
5801,tcp,106.180.225.76,59147,23153,10.177.71.215,HTTPS
5803,tcp,106.180.225.76,59093,23153,10.177.71.215,HTTPS
5806,tcp,106.180.225.76,59113,23153,10.177.71.215,HTTPS
5808,tcp,106.180.225.76,59183,23153,10.177.71.215,HTTPS
5809,tcp,106.180.225.76,59255,23153,10.177.71.215,HTTPS
5811,tcp,106.180.225.76,59191,23153,10.177.71.215,HTTPS
5812,tcp,106.180.225.76,59081,23153,10.177.71.215,HTTPS
5813,tcp,106.180.225.76,59139,23153,10.177.71.215,HTTPS
5819,tcp,106.180.225.76,59145,23153,10.177.71.215,HTTPS
5824,tcp,106.180.225.76,59101,23153,10.177.71.215,HTTPS
5831,tcp,106.180.225.76,59095,23153,10.177.71.215,HTTPS
5835,tcp,106.180.225.76,59289,23153,10.177.71.215,HTTPS
5836,tcp,106.180.225.76,59161,23153,10.177.71.215,HTTPS
5838,tcp,106.180.225.76,59171,23153,10.177.71.215,HTTPS
5839,tcp,106.180.225.76,59079,23153,10.177.71.215,HTTPS
5840,tcp,106.180.225.76,59259,23153,10.177.71.215,HTTPS
5842,tcp,106.180.225.76,59115,23153,10.177.71.215,HTTPS
5845,tcp,106.180.225.76,59267,23153,10.177.71.215,HTTPS
5846,tcp,106.180.225.76,59263,23153,10.177.71.215,HTTPS
5847,tcp,106.180.225.76,59089,23153,10.177.71.215,HTTPS
5848,tcp,106.180.225.76,59129,23153,10.177.71.215,HTTPS
5850,tcp,106.180.225.76,59277,23153,10.177.71.215,HTTPS
5852,tcp,106.180.225.76,59059,23153,10.177.71.215,HTTPS
5855,tcp,106.180.225.76,59135,23153,10.177.71.215,HTTPS
5856,tcp,106.180.225.76,59149,23153,10.177.71.215,HTTPS
5864,tcp,106.180.225.76,59251,23153,10.177.71.215,HTTPS
5869,tcp,106.180.225.76,59152,23153,10.177.71.215,HTTPS
5871,tcp,106.180.225.76,59273,23153,10.177.71.215,HTTPS
5872,tcp,106.180.225.76,59181,23153,10.177.71.215,HTTPS
5874,tcp,106.180.225.76,59169,23153,10.177.71.215,HTTPS
5875,tcp,106.180.225.76,59215,23153,10.177.71.215,HTTPS
5879,tcp,106.180.225.76,59315,23153,10.177.71.215,HTTPS
5880,tcp,106.180.225.76,59091,23153,10.177.71.215,HTTPS
5881,tcp,106.180.225.76,59303,23153,10.177.71.215,HTTPS
5883,tcp,106.180.225.76,59207,23153,10.177.71.215,HTTPS
5884,tcp,106.180.225.76,59227,23153,10.177.71.215,HTTPS
5885,tcp,106.180.225.76,59199,23153,10.177.71.215,HTTPS
5886,tcp,106.180.225.76,59085,23153,10.177.71.215,HTTPS
5890,tcp,106.180.225.76,59317,23153,10.177.71.215,HTTPS
5892,tcp,106.180.225.76,59159,23153,10.177.71.215,HTTPS
5894,tcp,106.180.225.76,59299,23153,10.177.71.215,HTTPS
5896,tcp,175.27.4.102,59042,80,10.177.71.215,微信消息
5898,tcp,106.180.225.76,59311,23153,10.177.71.215,HTTPS
5903,tcp,106.180.225.76,59187,23153,10.177.71.215,HTTPS
5904,tcp,106.180.225.76,59117,23153,10.177.71.215,HTTPS
5905,tcp,106.180.225.76,59217,23153,10.177.71.215,HTTPS
5906,tcp,106.180.225.76,59297,23153,10.177.71.215,HTTPS
5907,tcp,106.180.225.76,59291,23153,10.177.71.215,HTTPS
5909,tcp,106.180.225.76,59231,23153,10.177.71.215,HTTPS
5910,tcp,106.180.225.76,59067,23153,10.177.71.215,HTTPS
5912,tcp,106.180.225.76,59197,23153,10.177.71.215,HTTPS
5914,tcp,106.180.225.76,59185,23153,10.177.71.215,HTTPS
5916,tcp,106.180.225.76,59279,23153,10.177.71.215,HTTPS
5917,tcp,106.180.225.76,59221,23153,10.177.71.215,HTTPS
5918,tcp,106.180.225.76,59293,23153,10.177.71.215,HTTPS
5921,tcp,106.180.225.76,59213,23153,10.177.71.215,HTTPS
5922,tcp,106.180.225.76,59309,23153,10.177.71.215,HTTPS
5924,tcp,106.180.225.76,59305,23153,10.177.71.215,HTTPS
5925,tcp,106.180.225.76,59155,23153,10.177.71.215,HTTPS
5926,tcp,106.180.225.76,59295,23153,10.177.71.215,HTTPS
5927,tcp,106.180.225.76,59201,23153,10.177.71.215,HTTPS
5928,tcp,106.180.225.76,59205,23153,10.177.71.215,HTTPS
5932,tcp,106.180.225.76,59165,23153,10.177.71.215,HTTPS
5933,tcp,106.180.225.76,59225,23153,10.177.71.215,HTTPS
5934,tcp,106.180.225.76,59301,23153,10.177.71.215,HTTPS
5936,tcp,106.180.225.76,59239,23153,10.177.71.215,HTTPS
5937,tcp,106.180.225.76,59050,23153,10.177.71.215,HTTPS
5939,tcp,106.180.225.76,59285,23153,10.177.71.215,HTTPS
5942,tcp,106.180.225.76,59223,23153,10.177.71.215,HTTPS
5943,tcp,106.180.225.76,59179,23153,10.177.71.215,HTTPS
5945,tcp,106.180.225.76,59119,23153,10.177.71.215,HTTPS
5947,tcp,106.180.225.76,59193,23153,10.177.71.215,HTTPS
5948,tcp,106.180.225.76,59167,23153,10.177.71.215,HTTPS
5949,tcp,106.180.225.76,59229,23153,10.177.71.215,HTTPS
5950,tcp,106.180.225.76,59241,23153,10.177.71.215,HTTPS
5951,tcp,106.180.225.76,59235,23153,10.177.71.215,HTTPS
5953,tcp,106.180.225.76,59281,23153,10.177.71.215,HTTPS
5954,tcp,106.180.225.76,59195,23153,10.177.71.215,HTTPS
5955,tcp,106.180.225.76,59209,23153,10.177.71.215,HTTPS
5956,tcp,106.180.225.76,59203,23153,10.177.71.215,HTTPS
5957,tcp,106.180.225.76,59233,23153,10.177.71.215,HTTPS
5959,tcp,106.180.225.76,59219,23153,10.177.71.215,HTTPS
5960,tcp,106.180.225.76,59189,23153,10.177.71.215,HTTPS
5961,tcp,106.180.225.76,59237,23153,10.177.71.215,HTTPS
5962,tcp,106.180.225.76,59157,23153,10.177.71.215,HTTPS
5964,tcp,106.180.225.76,59283,23153,10.177.71.215,HTTPS
5965,tcp,106.180.225.76,59287,23153,10.177.71.215,HTTPS
5967,tcp,106.180.225.76,59245,23153,10.177.71.215,HTTPS
5969,tcp,106.180.225.76,59313,23153,10.177.71.215,HTTPS
5972,tcp,106.180.225.76,59175,23153,10.177.71.215,HTTPS
5974,tcp,106.180.225.76,59307,23153,10.177.71.215,HTTPS
5975,tcp,106.180.225.76,59125,23153,10.177.71.215,HTTPS
5976,tcp,106.180.225.76,59321,23153,10.177.71.215,HTTPS
5978,tcp,106.180.225.76,59243,23153,10.177.71.215,HTTPS
5979,tcp,106.180.225.76,59253,23153,10.177.71.215,HTTPS
5982,tcp,106.180.225.76,59211,23153,10.177.71.215,HTTPS
5983,tcp,106.180.225.76,59143,23153,10.177.71.215,HTTPS
5987,tcp,106.180.225.76,59177,23153,10.177.71.215,HTTPS
5992,tcp,106.180.225.76,59319,23153,10.177.71.215,HTTPS
6022,tcp,106.180.225.76,59069,23153,10.177.71.215,HTTPS
6116,tcp,175.27.4.102,59022,80,10.177.71.215,微信消息
6130,tcp,175.27.4.102,59337,80,10.177.71.215,微信消息
6144,tcp,106.180.225.76,59355,23153,10.177.71.215,HTTPS
6319,tcp,175.27.4.102,59360,80,10.177.71.215,微信消息
6481,tcp,106.180.225.76,59398,23153,10.177.71.215,HTTPS
6501,tcp,175.27.4.102,59381,80,10.177.71.215,微信消息
6599,tcp,106.180.225.76,57894,23153,10.177.71.215,HTTPS
6629,tcp,52.203.171.78,53824,443,10.177.71.215,HTTPS
6631,tcp,106.180.225.76,57893,23153,10.177.71.215,HTTPS
6667,tcp,220.246.254.81,57487,58991,10.177.71.215,HTTPS
6676,tcp,106.180.225.76,59422,23153,10.177.71.215,HTTPS
6680,tcp,106.180.225.76,57935,23153,10.177.71.215,HTTPS
6682,tcp,175.27.4.102,59403,80,10.177.71.215,微信消息
6692,tcp,106.180.225.76,57510,23153,10.177.71.215,HTTPS
6730,tcp,220.246.254.81,57531,58991,10.177.71.215,HTTPS
6866,tcp,175.27.4.102,59429,80,10.177.71.215,微信消息
6872,tcp,18.164.154.19,57530,443,10.177.71.215,HTTPS
6880,tcp,106.180.225.76,59447,23153,10.177.71.215,HTTPS
6909,tcp,106.180.225.76,57825,23153,10.177.71.215,HTTPS
6959,udp,202.120.224.26,62553,53,10.177.71.215,DNS
6961,udp,202.120.224.26,42084,53,10.177.71.215,DNS
6967,tcp,106.180.225.76,57786,23153,10.177.71.215,HTTPS
7018,tcp,175.27.4.102,59452,80,10.177.71.215,微信消息
7041,udp,202.120.224.26,15708,53,10.177.71.215,DNS
7061,udp,202.120.224.26,54218,53,10.177.71.215,DNS
7172,tcp,175.27.4.102,59475,80,10.177.71.215,微信消息
7187,tcp,106.180.225.76,59492,23153,10.177.71.215,HTTPS
7336,tcp,175.27.4.102,59494,80,10.177.71.215,微信消息
7464,tcp,120.53.53.53,59538,443,10.177.71.215,HTTPS
7474,tcp,223.6.6.6,59540,443,10.177.71.215,DoH
7496,tcp,175.27.4.102,59516,80,10.177.71.215,微信消息
7510,tcp,106.180.225.76,59537,23153,10.177.71.215,HTTPS
7517,tcp,175.27.4.102,59517,80,10.177.71.215,微信消息
7725,tcp,106.180.225.76,59411,23153,10.177.71.215,HTTPS
8022,tcp,43.137.191.78,59559,80,10.177.71.215,微信消息
8074,tcp,110.242.70.52,58662,80,10.177.71.215,百度网盘
8124,udp,223.5.5.5,58079,53,10.177.71.215,DNS
8154,tcp,223.5.5.5,59539,443,10.177.71.215,DoH
8192,udp,119.29.29.29,52718,53,10.177.71.215,DNS
8218,udp,114.114.114.114,54256,53,10.177.71.215,DNS
8248,tcp,223.5.5.5,59572,443,10.177.71.215,DoH
8280,tcp,175.27.4.102,59542,80,10.177.71.215,微信消息
8385,tcp,1.12.12.12,59570,443,10.177.71.215,HTTPS
8429,tcp,106.180.225.76,59575,23153,10.177.71.215,HTTPS
8492,tcp,106.180.225.76,59568,23153,10.177.71.215,HTTPS
8508,tcp,43.137.191.78,59549,80,10.177.71.215,微信消息
8557,tcp,106.180.225.76,59584,23153,10.177.71.215,HTTPS
8616,tcp,106.180.225.76,59728,23153,10.177.71.215,HTTPS
8625,tcp,106.180.225.76,59630,23153,10.177.71.215,HTTPS
8626,tcp,106.180.225.76,59624,23153,10.177.71.215,HTTPS
8640,tcp,106.180.225.76,59646,23153,10.177.71.215,HTTPS
8645,tcp,106.180.225.76,59734,23153,10.177.71.215,HTTPS
8648,tcp,106.180.225.76,59590,23153,10.177.71.215,HTTPS
8651,tcp,106.180.225.76,59639,23153,10.177.71.215,HTTPS
8653,tcp,106.180.225.76,59632,23153,10.177.71.215,HTTPS
8657,tcp,106.180.225.76,59720,23153,10.177.71.215,HTTPS
8666,tcp,106.180.225.76,59730,23153,10.177.71.215,HTTPS
8681,tcp,106.180.225.76,59588,23153,10.177.71.215,HTTPS
8686,tcp,106.180.225.76,59594,23153,10.177.71.215,HTTPS
8687,tcp,106.180.225.76,59648,23153,10.177.71.215,HTTPS
8689,tcp,106.180.225.76,59722,23153,10.177.71.215,HTTPS
8691,tcp,106.180.225.76,59724,23153,10.177.71.215,HTTPS
8696,tcp,106.180.225.76,59598,23153,10.177.71.215,HTTPS
8699,tcp,106.180.225.76,59612,23153,10.177.71.215,HTTPS
8702,tcp,106.180.225.76,59600,23153,10.177.71.215,HTTPS
8704,tcp,106.180.225.76,59654,23153,10.177.71.215,HTTPS
8706,tcp,106.180.225.76,59656,23153,10.177.71.215,HTTPS
8710,tcp,106.180.225.76,59652,23153,10.177.71.215,HTTPS
8714,tcp,106.180.225.76,59582,23153,10.177.71.215,HTTPS
8715,tcp,106.180.225.76,59576,23153,10.177.71.215,HTTPS
8717,tcp,106.180.225.76,59718,23153,10.177.71.215,HTTPS
8720,tcp,106.180.225.76,59610,23153,10.177.71.215,HTTPS
8725,tcp,106.180.225.76,59626,23153,10.177.71.215,HTTPS
8734,tcp,106.180.225.76,59628,23153,10.177.71.215,HTTPS
8745,tcp,106.180.225.76,59580,23153,10.177.71.215,HTTPS
8748,tcp,106.180.225.76,59716,23153,10.177.71.215,HTTPS
8767,tcp,106.180.225.76,59651,23153,10.177.71.215,HTTPS
8770,tcp,106.180.225.76,59606,23153,10.177.71.215,HTTPS
8773,tcp,106.180.225.76,59614,23153,10.177.71.215,HTTPS
8774,tcp,106.180.225.76,59715,23153,10.177.71.215,HTTPS
8780,tcp,106.180.225.76,59604,23153,10.177.71.215,HTTPS
8788,tcp,106.180.225.76,59597,23153,10.177.71.215,HTTPS
8795,tcp,106.180.225.76,59622,23153,10.177.71.215,HTTPS
8801,tcp,106.180.225.76,59738,23153,10.177.71.215,HTTPS
8803,tcp,106.180.225.76,59698,23153,10.177.71.215,HTTPS
8807,tcp,106.180.225.76,59784,23153,10.177.71.215,HTTPS
8808,tcp,106.180.225.76,59634,23153,10.177.71.215,HTTPS
8813,tcp,106.180.225.76,59748,23153,10.177.71.215,HTTPS
8814,tcp,106.180.225.76,59676,23153,10.177.71.215,HTTPS
8817,tcp,106.180.225.76,59694,23153,10.177.71.215,HTTPS
8820,tcp,106.180.225.76,59680,23153,10.177.71.215,HTTPS
8822,tcp,106.180.225.76,59782,23153,10.177.71.215,HTTPS
8824,tcp,106.180.225.76,59706,23153,10.177.71.215,HTTPS
8828,tcp,106.180.225.76,59832,23153,10.177.71.215,HTTPS
8830,tcp,106.180.225.76,59768,23153,10.177.71.215,HTTPS
8831,tcp,106.180.225.76,59820,23153,10.177.71.215,HTTPS
8832,tcp,106.180.225.76,59684,23153,10.177.71.215,HTTPS
8834,tcp,106.180.225.76,59796,23153,10.177.71.215,HTTPS
8836,tcp,106.180.225.76,59616,23153,10.177.71.215,HTTPS
8837,tcp,106.180.225.76,59682,23153,10.177.71.215,HTTPS
8838,tcp,106.180.225.76,59620,23153,10.177.71.215,HTTPS
8839,tcp,106.180.225.76,59824,23153,10.177.71.215,HTTPS
8841,tcp,106.180.225.76,59668,23153,10.177.71.215,HTTPS
8842,tcp,106.180.225.76,59800,23153,10.177.71.215,HTTPS
8845,tcp,106.180.225.76,59789,23153,10.177.71.215,HTTPS
8846,tcp,106.180.225.76,59806,23153,10.177.71.215,HTTPS
8849,tcp,106.180.225.76,59690,23153,10.177.71.215,HTTPS
8851,tcp,106.180.225.76,59662,23153,10.177.71.215,HTTPS
8852,tcp,120.53.53.53,59862,443,10.177.71.215,HTTPS
8853,tcp,106.180.225.76,59810,23153,10.177.71.215,HTTPS
8854,tcp,106.180.225.76,59636,23153,10.177.71.215,HTTPS
8855,tcp,106.180.225.76,59664,23153,10.177.71.215,HTTPS
8856,tcp,106.180.225.76,59712,23153,10.177.71.215,HTTPS
8858,tcp,106.180.225.76,59736,23153,10.177.71.215,HTTPS
8859,tcp,106.180.225.76,59710,23153,10.177.71.215,HTTPS
8860,tcp,106.180.225.76,59740,23153,10.177.71.215,HTTPS
8863,tcp,106.180.225.76,59842,23153,10.177.71.215,HTTPS
8865,tcp,106.180.225.76,59672,23153,10.177.71.215,HTTPS
8867,tcp,106.180.225.76,59640,23153,10.177.71.215,HTTPS
8869,tcp,106.180.225.76,59660,23153,10.177.71.215,HTTPS
8870,tcp,106.180.225.76,59816,23153,10.177.71.215,HTTPS
8872,tcp,106.180.225.76,59742,23153,10.177.71.215,HTTPS
8877,tcp,106.180.225.76,59658,23153,10.177.71.215,HTTPS
8878,tcp,106.180.225.76,59618,23153,10.177.71.215,HTTPS
8879,tcp,106.180.225.76,59686,23153,10.177.71.215,HTTPS
8880,tcp,106.180.225.76,59726,23153,10.177.71.215,HTTPS
8881,tcp,106.180.225.76,59704,23153,10.177.71.215,HTTPS
8882,tcp,106.180.225.76,59798,23153,10.177.71.215,HTTPS
8883,tcp,106.180.225.76,59688,23153,10.177.71.215,HTTPS
8886,tcp,106.180.225.76,59774,23153,10.177.71.215,HTTPS
8889,tcp,106.180.225.76,59696,23153,10.177.71.215,HTTPS
8890,tcp,106.180.225.76,59766,23153,10.177.71.215,HTTPS
8891,tcp,106.180.225.76,59692,23153,10.177.71.215,HTTPS
8893,tcp,106.180.225.76,59670,23153,10.177.71.215,HTTPS
8894,tcp,106.180.225.76,59758,23153,10.177.71.215,HTTPS
8898,tcp,106.180.225.76,59700,23153,10.177.71.215,HTTPS
8901,tcp,106.180.225.76,59822,23153,10.177.71.215,HTTPS
