,protocol,dst_addr,src_port,dst_port,forward_addr,app_name
8902,tcp,106.180.225.76,59666,23153,10.177.71.215,HTTPS
8905,tcp,106.180.225.76,59752,23153,10.177.71.215,HTTPS
8907,tcp,106.180.225.76,59814,23153,10.177.71.215,HTTPS
8909,tcp,106.180.225.76,59834,23153,10.177.71.215,HTTPS
8914,tcp,106.180.225.76,59808,23153,10.177.71.215,HTTPS
8918,tcp,106.180.225.76,59702,23153,10.177.71.215,HTTPS
8920,tcp,106.180.225.76,59746,23153,10.177.71.215,HTTPS
8924,tcp,106.180.225.76,59812,23153,10.177.71.215,HTTPS
8925,tcp,106.180.225.76,59772,23153,10.177.71.215,HTTPS
8928,tcp,106.180.225.76,59644,23153,10.177.71.215,HTTPS
8929,tcp,106.180.225.76,59762,23153,10.177.71.215,HTTPS
8931,tcp,106.180.225.76,59675,23153,10.177.71.215,HTTPS
8932,tcp,106.180.225.76,59744,23153,10.177.71.215,HTTPS
8933,tcp,106.180.225.76,59794,23153,10.177.71.215,HTTPS
8934,tcp,106.180.225.76,59838,23153,10.177.71.215,HTTPS
8935,tcp,106.180.225.76,59830,23153,10.177.71.215,HTTPS
8936,udp,119.29.29.29,51651,53,10.177.71.215,DNS
8939,tcp,106.180.225.76,59760,23153,10.177.71.215,HTTPS
8940,tcp,106.180.225.76,59868,23153,10.177.71.215,HTTPS
8941,tcp,106.180.225.76,59861,23153,10.177.71.215,HTTPS
8942,tcp,106.180.225.76,59840,23153,10.177.71.215,HTTPS
8944,tcp,175.27.4.102,59565,80,10.177.71.215,微信消息
8948,udp,223.5.5.5,53773,53,10.177.71.215,DNS
8951,tcp,106.180.225.76,59608,23153,10.177.71.215,HTTPS
8954,tcp,106.180.225.76,59828,23153,10.177.71.215,HTTPS
8955,tcp,106.180.225.76,59578,23153,10.177.71.215,HTTPS
8956,tcp,106.180.225.76,59770,23153,10.177.71.215,HTTPS
8957,tcp,106.180.225.76,59764,23153,10.177.71.215,HTTPS
8959,tcp,106.180.225.76,59708,23153,10.177.71.215,HTTPS
8960,tcp,106.180.225.76,59569,23153,10.177.71.215,HTTPS
8961,tcp,106.180.225.76,59642,23153,10.177.71.215,HTTPS
8965,tcp,106.180.225.76,59732,23153,10.177.71.215,HTTPS
8966,tcp,106.180.225.76,59776,23153,10.177.71.215,HTTPS
8967,tcp,106.180.225.76,59818,23153,10.177.71.215,HTTPS
8968,tcp,223.6.6.6,59571,443,10.177.71.215,DoH
8972,tcp,106.180.225.76,59790,23153,10.177.71.215,HTTPS
8978,tcp,106.180.225.76,59826,23153,10.177.71.215,HTTPS
8979,tcp,106.180.225.76,59802,23153,10.177.71.215,HTTPS
8982,tcp,106.180.225.76,59678,23153,10.177.71.215,HTTPS
8985,udp,114.114.114.114,64507,53,10.177.71.215,DNS
8986,tcp,106.180.225.76,59866,23153,10.177.71.215,HTTPS
8987,tcp,106.180.225.76,59804,23153,10.177.71.215,HTTPS
8988,tcp,106.180.225.76,59780,23153,10.177.71.215,HTTPS
8989,tcp,106.180.225.76,59836,23153,10.177.71.215,HTTPS
8992,tcp,106.180.225.76,59792,23153,10.177.71.215,HTTPS
8993,tcp,106.180.225.76,59778,23153,10.177.71.215,HTTPS
8995,tcp,106.180.225.76,59586,23153,10.177.71.215,HTTPS
8996,tcp,106.180.225.76,59756,23153,10.177.71.215,HTTPS
8999,tcp,106.180.225.76,59754,23153,10.177.71.215,HTTPS
9002,tcp,106.180.225.76,59750,23153,10.177.71.215,HTTPS
9005,tcp,106.180.225.76,59602,23153,10.177.71.215,HTTPS
9007,tcp,106.180.225.76,59592,23153,10.177.71.215,HTTPS
9010,tcp,106.180.225.76,59786,23153,10.177.71.215,HTTPS
9100,udp,223.5.5.5,51035,53,10.177.71.215,DNS
9129,udp,119.29.29.29,64651,53,10.177.71.215,DNS
9132,tcp,223.6.6.6,59863,443,10.177.71.215,DoH
9171,tcp,223.5.5.5,59864,443,10.177.71.215,DoH
9172,udp,114.114.114.114,63696,53,10.177.71.215,DNS
9174,tcp,106.180.225.76,59883,23153,10.177.71.215,HTTPS
9204,tcp,175.27.4.102,59873,80,10.177.71.215,微信消息
9226,tcp,202.120.224.58,59915,443,10.177.71.215,HTTPS
9242,tcp,202.120.224.58,59914,443,10.177.71.215,HTTPS
9245,tcp,106.180.225.76,59896,23153,10.177.71.215,HTTPS
9298,tcp,106.180.225.76,59003,23153,10.177.71.215,HTTPS
9358,tcp,175.27.4.102,59906,80,10.177.71.215,微信消息
9370,tcp,106.180.225.76,59928,23153,10.177.71.215,HTTPS
9389,tcp,106.180.225.76,59886,23153,10.177.71.215,HTTPS
9404,udp,202.120.224.26,54478,53,10.177.71.215,DNS
9451,tcp,106.180.225.76,58462,23153,10.177.71.215,HTTPS
9548,tcp,175.27.4.102,59933,80,10.177.71.215,微信消息
9645,tcp,106.180.225.76,59961,23153,10.177.71.215,HTTPS
9694,tcp,175.27.4.102,59954,80,10.177.71.215,微信消息
9695,tcp,106.180.225.76,59975,23153,10.177.71.215,HTTPS
9708,tcp,106.180.225.76,59983,23153,10.177.71.215,HTTPS
9746,tcp,106.180.225.76,59985,23153,10.177.71.215,HTTPS
9763,tcp,43.137.191.78,59992,80,10.177.71.215,微信消息
9779,tcp,106.180.225.76,59973,23153,10.177.71.215,HTTPS
9805,tcp,106.180.225.76,59977,23153,10.177.71.215,HTTPS
9932,tcp,43.137.191.78,60012,80,10.177.71.215,微信消息
9936,tcp,106.180.225.76,60010,23153,10.177.71.215,HTTPS
9940,tcp,175.27.4.102,59990,80,10.177.71.215,微信消息
9946,tcp,106.180.225.76,59963,23153,10.177.71.215,HTTPS
9952,tcp,175.27.4.102,60019,80,10.177.71.215,微信消息
9960,tcp,220.246.254.81,57952,58991,10.177.71.215,HTTPS
9977,tcp,106.180.225.76,60014,23153,10.177.71.215,HTTPS
9996,tcp,106.180.225.76,60018,23153,10.177.71.215,HTTPS
10028,tcp,106.180.225.76,60016,23153,10.177.71.215,HTTPS
10032,tcp,43.137.191.78,60032,80,10.177.71.215,微信消息
10051,tcp,123.234.3.166,59440,443,10.177.71.215,哔哩哔哩动画
10056,tcp,106.180.225.76,59999,23153,10.177.71.215,HTTPS
10098,tcp,106.180.225.76,60047,23153,10.177.71.215,HTTPS
10199,tcp,106.180.225.76,60037,23153,10.177.71.215,HTTPS
10536,tcp,175.27.4.102,60049,80,10.177.71.215,微信消息
10731,tcp,106.180.225.76,59905,23153,10.177.71.215,HTTPS
10787,tcp,106.180.225.76,59909,23153,10.177.71.215,HTTPS
10819,tcp,106.180.225.76,60066,23153,10.177.71.215,HTTPS
11168,tcp,106.180.225.76,60087,23153,10.177.71.215,HTTPS
11181,tcp,175.27.4.102,60072,80,10.177.71.215,微信消息
11253,tcp,106.180.225.76,60362,23153,10.177.71.215,HTTPS
11307,tcp,106.180.225.76,60100,23153,10.177.71.215,HTTPS
11312,tcp,106.180.225.76,60122,23153,10.177.71.215,HTTPS
11313,tcp,106.180.225.76,60116,23153,10.177.71.215,HTTPS
11317,tcp,106.180.225.76,60090,23153,10.177.71.215,HTTPS
11327,tcp,106.180.225.76,60210,23153,10.177.71.215,HTTPS
11333,tcp,106.180.225.76,60096,23153,10.177.71.215,HTTPS
11340,tcp,106.180.225.76,60158,23153,10.177.71.215,HTTPS
11347,tcp,106.180.225.76,60152,23153,10.177.71.215,HTTPS
11353,tcp,106.180.225.76,60106,23153,10.177.71.215,HTTPS
11356,tcp,106.180.225.76,60184,23153,10.177.71.215,HTTPS
11364,tcp,106.180.225.76,60156,23153,10.177.71.215,HTTPS
11367,tcp,106.180.225.76,60110,23153,10.177.71.215,HTTPS
11368,tcp,106.180.225.76,60176,23153,10.177.71.215,HTTPS
11376,tcp,106.180.225.76,60138,23153,10.177.71.215,HTTPS
11380,tcp,106.180.225.76,60114,23153,10.177.71.215,HTTPS
11384,tcp,106.180.225.76,60188,23153,10.177.71.215,HTTPS
11385,tcp,106.180.225.76,60104,23153,10.177.71.215,HTTPS
11389,tcp,106.180.225.76,60162,23153,10.177.71.215,HTTPS
11394,tcp,106.180.225.76,60142,23153,10.177.71.215,HTTPS
11395,tcp,106.180.225.76,60164,23153,10.177.71.215,HTTPS
11407,tcp,106.180.225.76,60200,23153,10.177.71.215,HTTPS
11414,tcp,106.180.225.76,60150,23153,10.177.71.215,HTTPS
11422,tcp,106.180.225.76,60136,23153,10.177.71.215,HTTPS
11423,tcp,106.180.225.76,60126,23153,10.177.71.215,HTTPS
11426,tcp,106.180.225.76,60172,23153,10.177.71.215,HTTPS
11432,tcp,106.180.225.76,60124,23153,10.177.71.215,HTTPS
11434,tcp,106.180.225.76,60174,23153,10.177.71.215,HTTPS
11437,tcp,106.180.225.76,60212,23153,10.177.71.215,HTTPS
11439,tcp,106.180.225.76,60178,23153,10.177.71.215,HTTPS
11441,tcp,106.180.225.76,60132,23153,10.177.71.215,HTTPS
11444,tcp,106.180.225.76,60108,23153,10.177.71.215,HTTPS
11448,tcp,106.180.225.76,60148,23153,10.177.71.215,HTTPS
11449,tcp,106.180.225.76,60088,23153,10.177.71.215,HTTPS
11464,tcp,106.180.225.76,60154,23153,10.177.71.215,HTTPS
11466,tcp,106.180.225.76,60146,23153,10.177.71.215,HTTPS
11467,tcp,106.180.225.76,60140,23153,10.177.71.215,HTTPS
11476,tcp,106.180.225.76,60128,23153,10.177.71.215,HTTPS
11481,tcp,106.180.225.76,60102,23153,10.177.71.215,HTTPS
11483,tcp,106.180.225.76,60112,23153,10.177.71.215,HTTPS
11491,tcp,106.180.225.76,60220,23153,10.177.71.215,HTTPS
11492,tcp,106.180.225.76,60355,23153,10.177.71.215,HTTPS
11495,tcp,106.180.225.76,60350,23153,10.177.71.215,HTTPS
11499,tcp,106.180.225.76,60250,23153,10.177.71.215,HTTPS
11501,tcp,106.180.225.76,60166,23153,10.177.71.215,HTTPS
11502,tcp,106.180.225.76,60120,23153,10.177.71.215,HTTPS
11505,tcp,106.180.225.76,60226,23153,10.177.71.215,HTTPS
11507,tcp,106.180.225.76,60168,23153,10.177.71.215,HTTPS
11508,tcp,106.180.225.76,60356,23153,10.177.71.215,HTTPS
11509,tcp,106.180.225.76,60334,23153,10.177.71.215,HTTPS
11510,tcp,106.180.225.76,60290,23153,10.177.71.215,HTTPS
11511,tcp,106.180.225.76,60242,23153,10.177.71.215,HTTPS
11512,tcp,106.180.225.76,60348,23153,10.177.71.215,HTTPS
11513,tcp,106.180.225.76,60194,23153,10.177.71.215,HTTPS
11514,tcp,106.180.225.76,60300,23153,10.177.71.215,HTTPS
11515,tcp,106.180.225.76,60304,23153,10.177.71.215,HTTPS
11516,tcp,106.180.225.76,60284,23153,10.177.71.215,HTTPS
11517,tcp,106.180.225.76,60326,23153,10.177.71.215,HTTPS
11519,tcp,106.180.225.76,60352,23153,10.177.71.215,HTTPS
11521,tcp,106.180.225.76,60292,23153,10.177.71.215,HTTPS
11522,tcp,106.180.225.76,60288,23153,10.177.71.215,HTTPS
11523,tcp,106.180.225.76,60294,23153,10.177.71.215,HTTPS
11525,tcp,106.180.225.76,60238,23153,10.177.71.215,HTTPS
11528,tcp,106.180.225.76,60236,23153,10.177.71.215,HTTPS
11529,tcp,106.180.225.76,60234,23153,10.177.71.215,HTTPS
11530,tcp,106.180.225.76,60130,23153,10.177.71.215,HTTPS
11531,tcp,106.180.225.76,60252,23153,10.177.71.215,HTTPS
11534,tcp,106.180.225.76,60202,23153,10.177.71.215,HTTPS
11537,tcp,106.180.225.76,60308,23153,10.177.71.215,HTTPS
11538,tcp,106.180.225.76,60307,23153,10.177.71.215,HTTPS
11539,tcp,106.180.225.76,60324,23153,10.177.71.215,HTTPS
11542,tcp,106.180.225.76,60204,23153,10.177.71.215,HTTPS
11543,tcp,106.180.225.76,60192,23153,10.177.71.215,HTTPS
11544,tcp,106.180.225.76,60264,23153,10.177.71.215,HTTPS
11545,tcp,106.180.225.76,60246,23153,10.177.71.215,HTTPS
11546,tcp,106.180.225.76,60240,23153,10.177.71.215,HTTPS
11548,tcp,106.180.225.76,60230,23153,10.177.71.215,HTTPS
11549,tcp,106.180.225.76,60340,23153,10.177.71.215,HTTPS
11550,tcp,106.180.225.76,60332,23153,10.177.71.215,HTTPS
11551,tcp,106.180.225.76,60272,23153,10.177.71.215,HTTPS
11552,tcp,106.180.225.76,60286,23153,10.177.71.215,HTTPS
11553,tcp,106.180.225.76,60206,23153,10.177.71.215,HTTPS
11554,tcp,106.180.225.76,60318,23153,10.177.71.215,HTTPS
11556,tcp,106.180.225.76,60186,23153,10.177.71.215,HTTPS
11557,tcp,106.180.225.76,60268,23153,10.177.71.215,HTTPS
11558,tcp,106.180.225.76,60232,23153,10.177.71.215,HTTPS
11560,tcp,106.180.225.76,60190,23153,10.177.71.215,HTTPS
11561,tcp,106.180.225.76,60276,23153,10.177.71.215,HTTPS
11565,tcp,106.180.225.76,60322,23153,10.177.71.215,HTTPS
11566,tcp,106.180.225.76,60278,23153,10.177.71.215,HTTPS
11568,tcp,106.180.225.76,60218,23153,10.177.71.215,HTTPS
11569,tcp,106.180.225.76,60260,23153,10.177.71.215,HTTPS
11570,tcp,106.180.225.76,60296,23153,10.177.71.215,HTTPS
11571,tcp,106.180.225.76,60267,23153,10.177.71.215,HTTPS
11574,tcp,106.180.225.76,60346,23153,10.177.71.215,HTTPS
11575,tcp,106.180.225.76,60244,23153,10.177.71.215,HTTPS
11576,tcp,106.180.225.76,60214,23153,10.177.71.215,HTTPS
11577,tcp,106.180.225.76,60280,23153,10.177.71.215,HTTPS
11578,tcp,106.180.225.76,60338,23153,10.177.71.215,HTTPS
11581,tcp,106.180.225.76,60314,23153,10.177.71.215,HTTPS
11582,tcp,106.180.225.76,60270,23153,10.177.71.215,HTTPS
11584,tcp,106.180.225.76,60262,23153,10.177.71.215,HTTPS
11585,tcp,106.180.225.76,60144,23153,10.177.71.215,HTTPS
11586,tcp,106.180.225.76,60302,23153,10.177.71.215,HTTPS
11588,tcp,106.180.225.76,60316,23153,10.177.71.215,HTTPS
11589,tcp,106.180.225.76,60182,23153,10.177.71.215,HTTPS
11590,tcp,106.180.225.76,60320,23153,10.177.71.215,HTTPS
11591,tcp,106.180.225.76,60098,23153,10.177.71.215,HTTPS
11592,tcp,106.180.225.76,60312,23153,10.177.71.215,HTTPS
11593,tcp,106.180.225.76,60222,23153,10.177.71.215,HTTPS
11594,tcp,106.180.225.76,60344,23153,10.177.71.215,HTTPS
11595,tcp,106.180.225.76,60256,23153,10.177.71.215,HTTPS
11596,tcp,106.180.225.76,60216,23153,10.177.71.215,HTTPS
11597,tcp,106.180.225.76,60228,23153,10.177.71.215,HTTPS
11599,tcp,106.180.225.76,60248,23153,10.177.71.215,HTTPS
11600,tcp,106.180.225.76,60180,23153,10.177.71.215,HTTPS
11603,tcp,106.180.225.76,60298,23153,10.177.71.215,HTTPS
11609,tcp,106.180.225.76,60358,23153,10.177.71.215,HTTPS
11612,tcp,106.180.225.76,60274,23153,10.177.71.215,HTTPS
11614,tcp,106.180.225.76,60170,23153,10.177.71.215,HTTPS
11615,tcp,106.180.225.76,60208,23153,10.177.71.215,HTTPS
11617,tcp,106.180.225.76,60336,23153,10.177.71.215,HTTPS
11620,tcp,106.180.225.76,60254,23153,10.177.71.215,HTTPS
11621,tcp,106.180.225.76,60258,23153,10.177.71.215,HTTPS
11622,tcp,106.180.225.76,60282,23153,10.177.71.215,HTTPS
11623,tcp,106.180.225.76,60160,23153,10.177.71.215,HTTPS
11624,tcp,106.180.225.76,60224,23153,10.177.71.215,HTTPS
11625,tcp,106.180.225.76,60328,23153,10.177.71.215,HTTPS
11626,tcp,106.180.225.76,60310,23153,10.177.71.215,HTTPS
11627,tcp,106.180.225.76,60330,23153,10.177.71.215,HTTPS
11630,udp,202.120.224.26,7069,53,10.177.71.215,DNS
11633,tcp,106.180.225.76,60379,23153,10.177.71.215,HTTPS
11638,tcp,106.180.225.76,60383,23153,10.177.71.215,HTTPS
11641,tcp,106.180.225.76,60342,23153,10.177.71.215,HTTPS
11649,tcp,106.180.225.76,60196,23153,10.177.71.215,HTTPS
11650,udp,202.120.224.26,15382,53,10.177.71.215,DNS
11653,tcp,106.180.225.76,60199,23153,10.177.71.215,HTTPS
11661,tcp,106.180.225.76,60377,23153,10.177.71.215,HTTPS
11664,tcp,106.180.225.76,60381,23153,10.177.71.215,HTTPS
11667,tcp,106.180.225.76,60092,23153,10.177.71.215,HTTPS
11672,tcp,106.180.225.76,60118,23153,10.177.71.215,HTTPS
11674,tcp,106.180.225.76,60094,23153,10.177.71.215,HTTPS
11679,tcp,106.180.225.76,60134,23153,10.177.71.215,HTTPS
11747,tcp,175.27.4.102,60367,80,10.177.71.215,微信消息
11832,tcp,106.180.225.76,60030,23153,10.177.71.215,HTTPS
11885,tcp,106.180.225.76,60408,23153,10.177.71.215,HTTPS
11902,tcp,106.180.225.76,59971,23153,10.177.71.215,HTTPS
11924,tcp,175.27.4.102,60393,80,10.177.71.215,微信消息
12033,tcp,106.180.225.76,59029,23153,10.177.71.215,HTTPS
12055,tcp,175.27.4.102,60413,80,10.177.71.215,微信消息
12107,tcp,220.246.254.81,56517,58991,10.177.71.215,SSL
12108,tcp,23.46.155.140,57956,443,10.177.71.215,腾讯私有协议
12109,tcp,106.180.225.76,56490,23153,10.177.71.215,HTTPS
12110,tcp,110.242.70.52,60441,80,10.177.71.215,未知协议
12111,udp,109.244.236.234,1863,30013,10.177.71.215,腾讯私有协议
12112,tcp,13.224.167.99,59455,443,10.177.71.215,HTTPS
12113,tcp,17.57.145.172,53855,5223,10.177.71.215,Apple私有协议
12114,tcp,106.180.225.76,60448,23153,10.177.71.215,HTTPS
12115,udp,121.51.167.108,1863,8015,10.177.71.215,未知协议
12116,tcp,106.180.225.76,59903,23153,10.177.71.215,HTTPS
12117,tcp,106.180.225.76,59969,23153,10.177.71.215,HTTPS
12118,tcp,182.61.200.162,58004,443,10.177.71.215,百度网盘
12119,tcp,106.180.225.76,60042,23153,10.177.71.215,HTTPS
12120,tcp,175.27.0.253,58074,80,10.177.71.215,微信消息
12121,tcp,106.180.225.76,60054,23153,10.177.71.215,HTTPS
12122,tcp,43.137.190.184,56532,443,10.177.71.215,微信消息
12123,tcp,175.27.4.102,60453,80,10.177.71.215,微信消息
12124,tcp,106.180.225.76,58585,23153,10.177.71.215,HTTPS
12125,tcp,106.180.225.76,60001,23153,10.177.71.215,HTTPS
12126,tcp,23.46.155.140,57958,443,10.177.71.215,腾讯私有协议
12127,tcp,123.234.3.166,60081,443,10.177.71.215,哔哩哔哩动画
12128,tcp,23.46.155.140,57957,443,10.177.71.215,腾讯私有协议
12129,tcp,106.180.225.76,57431,23153,10.177.71.215,HTTPS
12130,tcp,106.180.225.76,57273,23153,10.177.71.215,HTTPS
12131,tcp,110.242.70.52,58973,80,10.177.71.215,百度网盘
12132,tcp,198.175.113.248,57331,9080,10.177.71.215,SSH
12133,tcp,106.180.225.76,56495,23153,10.177.71.215,HTTPS
12134,tcp,175.27.4.102,60432,80,10.177.71.215,微信消息
12135,tcp,106.180.225.76,57350,23153,10.177.71.215,HTTPS
12136,tcp,110.242.70.52,59847,80,10.177.71.215,百度网盘
12137,tcp,106.180.225.76,59890,23153,10.177.71.215,HTTPS
12138,tcp,106.180.225.76,60040,23153,10.177.71.215,HTTPS
12139,tcp,106.180.225.76,57892,23153,10.177.71.215,HTTPS
12140,tcp,220.246.254.81,57483,58991,10.177.71.215,HTTPS
12141,tcp,23.46.155.140,57959,443,10.177.71.215,腾讯私有协议
