,protocol,dst_addr,src_port,dst_port,forward_addr,app_name
3069,tcp,198.175.113.248,58071,9080,10.177.71.215,SSH
3150,tcp,43.137.191.78,58190,80,10.177.71.215,微信消息
3152,tcp,106.180.225.76,57396,23153,10.177.71.215,HTTPS
3245,tcp,1.12.12.12,58207,443,10.177.71.215,HTTPS
3261,tcp,223.5.5.5,58209,443,10.177.71.215,DoH
3287,tcp,223.6.6.6,58208,443,10.177.71.215,DoH
3310,tcp,106.180.225.76,58206,23153,10.177.71.215,HTTPS
3330,tcp,175.27.4.102,58191,80,10.177.71.215,微信消息
3343,tcp,175.27.4.102,58192,80,10.177.71.215,微信消息
3425,tcp,223.6.6.6,58224,443,10.177.71.215,DoH
3539,tcp,223.5.5.5,58234,443,10.177.71.215,DoH
3544,tcp,106.180.225.76,58232,23153,10.177.71.215,HTTPS
3545,tcp,223.6.6.6,58235,443,10.177.71.215,DoH
3549,tcp,120.53.53.53,58233,443,10.177.71.215,HTTPS
3566,tcp,1.12.12.12,58243,443,10.177.71.215,HTTPS
3568,tcp,123.234.3.167,57965,443,10.177.71.215,哔哩哔哩动画
3569,tcp,223.5.5.5,58242,443,10.177.71.215,DoH
3571,udp,223.5.5.5,52725,53,10.177.71.215,DNS
3599,udp,114.114.114.114,59198,53,10.177.71.215,DNS
3602,udp,119.29.29.29,50289,53,10.177.71.215,DNS
3666,tcp,223.5.5.5,58258,443,10.177.71.215,DoH
3668,tcp,175.27.4.102,58215,80,10.177.71.215,微信消息
3669,tcp,223.6.6.6,58244,443,10.177.71.215,DoH
3685,tcp,223.6.6.6,58257,443,10.177.71.215,DoH
3686,tcp,120.53.53.53,58256,443,10.177.71.215,HTTPS
3692,udp,114.114.114.114,61400,53,10.177.71.215,DNS
3701,udp,223.5.5.5,49358,53,10.177.71.215,DNS
3703,tcp,1.12.12.12,58223,443,10.177.71.215,HTTPS
3707,udp,119.29.29.29,60032,53,10.177.71.215,DNS
3710,tcp,223.5.5.5,58222,443,10.177.71.215,DoH
3714,tcp,106.180.225.76,58261,23153,10.177.71.215,HTTPS
3759,udp,114.114.114.114,53274,53,10.177.71.215,DNS
3775,udp,223.5.5.5,61902,53,10.177.71.215,DNS
3786,udp,119.29.29.29,65187,53,10.177.71.215,DNS
3811,udp,223.5.5.5,56939,53,10.177.71.215,DNS
3822,udp,119.29.29.29,60544,53,10.177.71.215,DNS
3830,udp,114.114.114.114,65534,53,10.177.71.215,DNS
3874,tcp,175.27.4.102,58251,80,10.177.71.215,微信消息
3973,udp,114.114.114.114,59143,53,10.177.71.215,DNS
4027,udp,119.29.29.29,60624,53,10.177.71.215,DNS
4037,udp,223.5.5.5,63554,53,10.177.71.215,DNS
4371,tcp,106.180.225.76,58287,23153,10.177.71.215,HTTPS
4776,tcp,175.27.4.102,58277,80,10.177.71.215,微信消息
4790,tcp,106.180.225.76,58335,23153,10.177.71.215,HTTPS
4816,tcp,106.180.225.76,58305,23153,10.177.71.215,HTTPS
4826,tcp,106.180.225.76,58323,23153,10.177.71.215,HTTPS
4831,tcp,106.180.225.76,58298,23153,10.177.71.215,HTTPS
4857,tcp,106.180.225.76,58309,23153,10.177.71.215,HTTPS
4861,tcp,106.180.225.76,58299,23153,10.177.71.215,HTTPS
4923,tcp,198.175.113.248,58163,9080,10.177.71.215,SSH
4960,tcp,106.180.225.76,58351,23153,10.177.71.215,HTTPS
4965,tcp,106.180.225.76,58363,23153,10.177.71.215,HTTPS
4970,tcp,106.180.225.76,58377,23153,10.177.71.215,HTTPS
4971,tcp,106.180.225.76,58317,23153,10.177.71.215,HTTPS
4976,tcp,106.180.225.76,58359,23153,10.177.71.215,HTTPS
4982,tcp,106.180.225.76,58313,23153,10.177.71.215,HTTPS
4995,tcp,106.180.225.76,58321,23153,10.177.71.215,HTTPS
4998,tcp,106.180.225.76,58339,23153,10.177.71.215,HTTPS
5000,tcp,106.180.225.76,58329,23153,10.177.71.215,HTTPS
5010,tcp,106.180.225.76,58357,23153,10.177.71.215,HTTPS
5012,tcp,106.180.225.76,58307,23153,10.177.71.215,HTTPS
5016,tcp,106.180.225.76,58341,23153,10.177.71.215,HTTPS
5018,tcp,106.180.225.76,58333,23153,10.177.71.215,HTTPS
5027,tcp,106.180.225.76,58337,23153,10.177.71.215,HTTPS
5030,tcp,106.180.225.76,58369,23153,10.177.71.215,HTTPS
5034,tcp,106.180.225.76,58311,23153,10.177.71.215,HTTPS
5038,tcp,106.180.225.76,58367,23153,10.177.71.215,HTTPS
5046,tcp,106.180.225.76,58303,23153,10.177.71.215,HTTPS
5047,tcp,106.180.225.76,58365,23153,10.177.71.215,HTTPS
5049,tcp,106.180.225.76,58353,23153,10.177.71.215,HTTPS
5054,tcp,106.180.225.76,58331,23153,10.177.71.215,HTTPS
5066,tcp,106.180.225.76,58343,23153,10.177.71.215,HTTPS
5070,tcp,106.180.225.76,58325,23153,10.177.71.215,HTTPS
5071,tcp,106.180.225.76,58315,23153,10.177.71.215,HTTPS
5079,tcp,106.180.225.76,58327,23153,10.177.71.215,HTTPS
5084,tcp,106.180.225.76,58431,23153,10.177.71.215,HTTPS
5089,tcp,106.180.225.76,58441,23153,10.177.71.215,HTTPS
5090,tcp,106.180.225.76,58302,23153,10.177.71.215,HTTPS
5092,tcp,106.180.225.76,58375,23153,10.177.71.215,HTTPS
5093,tcp,106.180.225.76,58447,23153,10.177.71.215,HTTPS
5094,tcp,106.180.225.76,58361,23153,10.177.71.215,HTTPS
5096,tcp,106.180.225.76,58355,23153,10.177.71.215,HTTPS
5114,tcp,106.180.225.76,58349,23153,10.177.71.215,HTTPS
5127,tcp,106.180.225.76,58319,23153,10.177.71.215,HTTPS
5131,tcp,106.180.225.76,58519,23153,10.177.71.215,HTTPS
5132,tcp,106.180.225.76,58461,23153,10.177.71.215,HTTPS
5133,tcp,106.180.225.76,58393,23153,10.177.71.215,HTTPS
5135,tcp,106.180.225.76,58419,23153,10.177.71.215,HTTPS
5136,tcp,106.180.225.76,58379,23153,10.177.71.215,HTTPS
5137,tcp,106.180.225.76,58551,23153,10.177.71.215,HTTPS
5138,tcp,106.180.225.76,58485,23153,10.177.71.215,HTTPS
5139,tcp,106.180.225.76,58491,23153,10.177.71.215,HTTPS
5140,tcp,106.180.225.76,58443,23153,10.177.71.215,HTTPS
5142,tcp,106.180.225.76,58435,23153,10.177.71.215,HTTPS
5144,tcp,106.180.225.76,58407,23153,10.177.71.215,HTTPS
5145,tcp,106.180.225.76,58505,23153,10.177.71.215,HTTPS
5146,tcp,106.180.225.76,58477,23153,10.177.71.215,HTTPS
5147,tcp,106.180.225.76,58409,23153,10.177.71.215,HTTPS
5149,tcp,106.180.225.76,58501,23153,10.177.71.215,HTTPS
5150,tcp,106.180.225.76,58385,23153,10.177.71.215,HTTPS
5152,tcp,106.180.225.76,58405,23153,10.177.71.215,HTTPS
5153,tcp,106.180.225.76,58543,23153,10.177.71.215,HTTPS
5154,tcp,106.180.225.76,58390,23153,10.177.71.215,HTTPS
5155,tcp,106.180.225.76,58535,23153,10.177.71.215,HTTPS
5156,tcp,106.180.225.76,58497,23153,10.177.71.215,HTTPS
5157,tcp,106.180.225.76,58513,23153,10.177.71.215,HTTPS
5159,tcp,106.180.225.76,58553,23153,10.177.71.215,HTTPS
5165,tcp,106.180.225.76,58495,23153,10.177.71.215,HTTPS
5166,tcp,106.180.225.76,58437,23153,10.177.71.215,HTTPS
5168,tcp,106.180.225.76,58463,23153,10.177.71.215,HTTPS
5169,tcp,106.180.225.76,58347,23153,10.177.71.215,HTTPS
5171,tcp,106.180.225.76,58557,23153,10.177.71.215,HTTPS
5173,tcp,106.180.225.76,58517,23153,10.177.71.215,HTTPS
5176,tcp,106.180.225.76,58525,23153,10.177.71.215,HTTPS
5179,tcp,106.180.225.76,58537,23153,10.177.71.215,HTTPS
5181,tcp,106.180.225.76,58531,23153,10.177.71.215,HTTPS
5182,tcp,106.180.225.76,58507,23153,10.177.71.215,HTTPS
5183,tcp,106.180.225.76,58391,23153,10.177.71.215,HTTPS
5184,tcp,106.180.225.76,58445,23153,10.177.71.215,HTTPS
5185,tcp,106.180.225.76,58567,23153,10.177.71.215,HTTPS
5186,tcp,106.180.225.76,58509,23153,10.177.71.215,HTTPS
5187,tcp,106.180.225.76,58523,23153,10.177.71.215,HTTPS
5188,tcp,106.180.225.76,58397,23153,10.177.71.215,HTTPS
5191,tcp,106.180.225.76,58471,23153,10.177.71.215,HTTPS
5192,tcp,106.180.225.76,58469,23153,10.177.71.215,HTTPS
5193,tcp,106.180.225.76,58493,23153,10.177.71.215,HTTPS
5194,tcp,106.180.225.76,58423,23153,10.177.71.215,HTTPS
5195,tcp,106.180.225.76,58511,23153,10.177.71.215,HTTPS
5197,tcp,106.180.225.76,58415,23153,10.177.71.215,HTTPS
5199,tcp,106.180.225.76,58345,23153,10.177.71.215,HTTPS
5200,tcp,106.180.225.76,58399,23153,10.177.71.215,HTTPS
5202,tcp,106.180.225.76,58387,23153,10.177.71.215,HTTPS
5203,tcp,106.180.225.76,58479,23153,10.177.71.215,HTTPS
5204,tcp,106.180.225.76,58489,23153,10.177.71.215,HTTPS
5205,tcp,106.180.225.76,58481,23153,10.177.71.215,HTTPS
5207,tcp,106.180.225.76,58473,23153,10.177.71.215,HTTPS
5209,tcp,106.180.225.76,58411,23153,10.177.71.215,HTTPS
5210,tcp,106.180.225.76,58569,23153,10.177.71.215,HTTPS
5211,tcp,106.180.225.76,58395,23153,10.177.71.215,HTTPS
5212,tcp,106.180.225.76,58421,23153,10.177.71.215,HTTPS
5213,tcp,106.180.225.76,58384,23153,10.177.71.215,HTTPS
5216,tcp,106.180.225.76,58381,23153,10.177.71.215,HTTPS
5218,tcp,106.180.225.76,58373,23153,10.177.71.215,HTTPS
5220,tcp,106.180.225.76,58467,23153,10.177.71.215,HTTPS
5222,tcp,106.180.225.76,58503,23153,10.177.71.215,HTTPS
5223,tcp,106.180.225.76,58417,23153,10.177.71.215,HTTPS
5224,tcp,106.180.225.76,58459,23153,10.177.71.215,HTTPS
5225,tcp,106.180.225.76,58425,23153,10.177.71.215,HTTPS
5226,tcp,106.180.225.76,58429,23153,10.177.71.215,HTTPS
5227,tcp,106.180.225.76,58413,23153,10.177.71.215,HTTPS
5228,tcp,106.180.225.76,58483,23153,10.177.71.215,HTTPS
5230,tcp,106.180.225.76,58433,23153,10.177.71.215,HTTPS
5234,tcp,106.180.225.76,58559,23153,10.177.71.215,HTTPS
5235,tcp,106.180.225.76,58533,23153,10.177.71.215,HTTPS
5236,tcp,106.180.225.76,58455,23153,10.177.71.215,HTTPS
5237,tcp,106.180.225.76,58541,23153,10.177.71.215,HTTPS
5239,tcp,106.180.225.76,58487,23153,10.177.71.215,HTTPS
5240,tcp,106.180.225.76,58515,23153,10.177.71.215,HTTPS
5241,tcp,106.180.225.76,58371,23153,10.177.71.215,HTTPS
5242,tcp,106.180.225.76,58565,23153,10.177.71.215,HTTPS
5244,tcp,106.180.225.76,58457,23153,10.177.71.215,HTTPS
5247,tcp,106.180.225.76,58403,23153,10.177.71.215,HTTPS
5248,tcp,106.180.225.76,58539,23153,10.177.71.215,HTTPS
5251,tcp,106.180.225.76,58546,23153,10.177.71.215,HTTPS
5253,tcp,106.180.225.76,58465,23153,10.177.71.215,HTTPS
5254,tcp,106.180.225.76,58549,23153,10.177.71.215,HTTPS
5255,tcp,106.180.225.76,58451,23153,10.177.71.215,HTTPS
5257,tcp,106.180.225.76,58475,23153,10.177.71.215,HTTPS
5259,tcp,106.180.225.76,58521,23153,10.177.71.215,HTTPS
5261,tcp,106.180.225.76,58439,23153,10.177.71.215,HTTPS
5262,tcp,106.180.225.76,58547,23153,10.177.71.215,HTTPS
5263,tcp,106.180.225.76,58499,23153,10.177.71.215,HTTPS
5264,tcp,106.180.225.76,58401,23153,10.177.71.215,HTTPS
5265,tcp,106.180.225.76,58527,23153,10.177.71.215,HTTPS
5266,tcp,106.180.225.76,58453,23153,10.177.71.215,HTTPS
5268,tcp,106.180.225.76,58427,23153,10.177.71.215,HTTPS
5269,tcp,106.180.225.76,58555,23153,10.177.71.215,HTTPS
5270,udp,202.120.224.26,64186,53,10.177.71.215,DNS
5277,tcp,106.180.225.76,58561,23153,10.177.71.215,HTTPS
5299,udp,202.120.224.26,30156,53,10.177.71.215,DNS
5303,tcp,106.180.225.76,58563,23153,10.177.71.215,HTTPS
5308,tcp,175.27.4.102,58573,80,10.177.71.215,微信消息
5311,tcp,106.180.225.76,58529,23153,10.177.71.215,HTTPS
5312,tcp,106.180.225.76,58449,23153,10.177.71.215,HTTPS
5432,tcp,106.180.225.76,58606,23153,10.177.71.215,HTTPS
5456,tcp,106.180.225.76,57282,23153,10.177.71.215,HTTPS
5516,tcp,175.27.4.102,58594,80,10.177.71.215,微信消息
5528,tcp,106.180.225.76,58613,23153,10.177.71.215,HTTPS
5577,tcp,106.180.225.76,57291,23153,10.177.71.215,HTTPS
5843,tcp,198.175.113.248,58267,9080,10.177.71.215,SSH
5864,tcp,106.180.225.76,57293,23153,10.177.71.215,HTTPS
5921,tcp,106.180.225.76,57331,23153,10.177.71.215,HTTPS
6045,tcp,175.27.4.102,58618,80,10.177.71.215,微信消息
6297,udp,202.120.224.26,63127,53,10.177.71.215,DNS
6518,tcp,106.180.225.76,58666,23153,10.177.71.215,HTTPS
6536,tcp,106.180.225.76,58930,23153,10.177.71.215,HTTPS
6547,tcp,106.180.225.76,58702,23153,10.177.71.215,HTTPS
6556,tcp,106.180.225.76,58656,23153,10.177.71.215,HTTPS
6575,tcp,106.180.225.76,58660,23153,10.177.71.215,HTTPS
6578,tcp,106.180.225.76,58698,23153,10.177.71.215,HTTPS
6579,tcp,106.180.225.76,58662,23153,10.177.71.215,HTTPS
6581,tcp,106.180.225.76,58654,23153,10.177.71.215,HTTPS
6583,tcp,106.180.225.76,58708,23153,10.177.71.215,HTTPS
6589,tcp,106.180.225.76,58650,23153,10.177.71.215,HTTPS
6594,tcp,106.180.225.76,58664,23153,10.177.71.215,HTTPS
6606,tcp,106.180.225.76,58672,23153,10.177.71.215,HTTPS
6616,tcp,106.180.225.76,58652,23153,10.177.71.215,HTTPS
6637,tcp,106.180.225.76,58649,23153,10.177.71.215,HTTPS
6651,tcp,106.180.225.76,58797,23153,10.177.71.215,HTTPS
6660,tcp,106.180.225.76,58678,23153,10.177.71.215,HTTPS
6661,tcp,106.180.225.76,58710,23153,10.177.71.215,HTTPS
6663,tcp,106.180.225.76,58742,23153,10.177.71.215,HTTPS
6667,tcp,106.180.225.76,58740,23153,10.177.71.215,HTTPS
6672,tcp,106.180.225.76,58680,23153,10.177.71.215,HTTPS
6673,tcp,106.180.225.76,58757,23153,10.177.71.215,HTTPS
6676,tcp,106.180.225.76,58751,23153,10.177.71.215,HTTPS
6677,tcp,106.180.225.76,58712,23153,10.177.71.215,HTTPS
6678,tcp,106.180.225.76,58779,23153,10.177.71.215,HTTPS
6679,tcp,106.180.225.76,58717,23153,10.177.71.215,HTTPS
6680,tcp,106.180.225.76,58728,23153,10.177.71.215,HTTPS
6684,tcp,106.180.225.76,58781,23153,10.177.71.215,HTTPS
6689,tcp,106.180.225.76,58773,23153,10.177.71.215,HTTPS
6693,tcp,106.180.225.76,58767,23153,10.177.71.215,HTTPS
6696,tcp,106.180.225.76,58746,23153,10.177.71.215,HTTPS
6697,tcp,106.180.225.76,58823,23153,10.177.71.215,HTTPS
6698,tcp,106.180.225.76,58833,23153,10.177.71.215,HTTPS
6706,tcp,106.180.225.76,58789,23153,10.177.71.215,HTTPS
6709,tcp,106.180.225.76,58771,23153,10.177.71.215,HTTPS
6712,tcp,106.180.225.76,58722,23153,10.177.71.215,HTTPS
6714,tcp,106.180.225.76,58658,23153,10.177.71.215,HTTPS
6715,tcp,106.180.225.76,58787,23153,10.177.71.215,HTTPS
6718,tcp,106.180.225.76,58753,23153,10.177.71.215,HTTPS
6720,tcp,106.180.225.76,58674,23153,10.177.71.215,HTTPS
6721,tcp,106.180.225.76,58769,23153,10.177.71.215,HTTPS
6722,tcp,106.180.225.76,58685,23153,10.177.71.215,HTTPS
6723,tcp,106.180.225.76,58793,23153,10.177.71.215,HTTPS
6725,tcp,106.180.225.76,58724,23153,10.177.71.215,HTTPS
6726,tcp,106.180.225.76,58831,23153,10.177.71.215,HTTPS
6728,tcp,106.180.225.76,58706,23153,10.177.71.215,HTTPS
6733,tcp,106.180.225.76,58692,23153,10.177.71.215,HTTPS
6736,tcp,106.180.225.76,58759,23153,10.177.71.215,HTTPS
6737,tcp,106.180.225.76,58732,23153,10.177.71.215,HTTPS
6738,tcp,106.180.225.76,58791,23153,10.177.71.215,HTTPS
6740,tcp,106.180.225.76,58738,23153,10.177.71.215,HTTPS
6746,tcp,106.180.225.76,58761,23153,10.177.71.215,HTTPS
6747,tcp,106.180.225.76,58783,23153,10.177.71.215,HTTPS
6750,tcp,106.180.225.76,58700,23153,10.177.71.215,HTTPS
6752,tcp,106.180.225.76,58670,23153,10.177.71.215,HTTPS
6753,tcp,106.180.225.76,58734,23153,10.177.71.215,HTTPS
6757,tcp,106.180.225.76,58744,23153,10.177.71.215,HTTPS
6760,tcp,106.180.225.76,58819,23153,10.177.71.215,HTTPS
6764,tcp,106.180.225.76,58776,23153,10.177.71.215,HTTPS
6766,tcp,106.180.225.76,58690,23153,10.177.71.215,HTTPS
6767,tcp,106.180.225.76,58682,23153,10.177.71.215,HTTPS
6768,tcp,106.180.225.76,58755,23153,10.177.71.215,HTTPS
6775,tcp,106.180.225.76,58720,23153,10.177.71.215,HTTPS
6776,tcp,106.180.225.76,58718,23153,10.177.71.215,HTTPS
6779,tcp,106.180.225.76,58765,23153,10.177.71.215,HTTPS
6780,tcp,106.180.225.76,58704,23153,10.177.71.215,HTTPS
6782,tcp,106.180.225.76,58694,23153,10.177.71.215,HTTPS
6785,tcp,106.180.225.76,58777,23153,10.177.71.215,HTTPS
6787,tcp,106.180.225.76,58714,23153,10.177.71.215,HTTPS
6789,tcp,106.180.225.76,58686,23153,10.177.71.215,HTTPS
6790,tcp,106.180.225.76,58785,23153,10.177.71.215,HTTPS
6794,tcp,106.180.225.76,58763,23153,10.177.71.215,HTTPS
6796,tcp,106.180.225.76,58730,23153,10.177.71.215,HTTPS
6797,tcp,106.180.225.76,58688,23153,10.177.71.215,HTTPS
6799,tcp,106.180.225.76,58676,23153,10.177.71.215,HTTPS
6801,tcp,106.180.225.76,58668,23153,10.177.71.215,HTTPS
6802,tcp,106.180.225.76,58748,23153,10.177.71.215,HTTPS
6803,tcp,106.180.225.76,58736,23153,10.177.71.215,HTTPS
6807,tcp,106.180.225.76,58825,23153,10.177.71.215,HTTPS
6811,tcp,106.180.225.76,58726,23153,10.177.71.215,HTTPS
6813,tcp,106.180.225.76,58868,23153,10.177.71.215,HTTPS
6814,tcp,106.180.225.76,58861,23153,10.177.71.215,HTTPS
6815,tcp,106.180.225.76,58817,23153,10.177.71.215,HTTPS
6816,tcp,106.180.225.76,58915,23153,10.177.71.215,HTTPS
6817,tcp,106.180.225.76,58921,23153,10.177.71.215,HTTPS
6818,tcp,106.180.225.76,58807,23153,10.177.71.215,HTTPS
6819,tcp,106.180.225.76,58863,23153,10.177.71.215,HTTPS
6820,tcp,106.180.225.76,58847,23153,10.177.71.215,HTTPS
6821,tcp,106.180.225.76,58874,23153,10.177.71.215,HTTPS
6823,tcp,106.180.225.76,58829,23153,10.177.71.215,HTTPS
6826,tcp,106.180.225.76,58853,23153,10.177.71.215,HTTPS
6828,tcp,106.180.225.76,58696,23153,10.177.71.215,HTTPS
6830,tcp,106.180.225.76,58865,23153,10.177.71.215,HTTPS
6832,tcp,106.180.225.76,58879,23153,10.177.71.215,HTTPS
6834,tcp,106.180.225.76,58801,23153,10.177.71.215,HTTPS
6836,tcp,106.180.225.76,58799,23153,10.177.71.215,HTTPS
6838,tcp,106.180.225.76,58887,23153,10.177.71.215,HTTPS
6839,tcp,106.180.225.76,58859,23153,10.177.71.215,HTTPS
6841,tcp,106.180.225.76,58913,23153,10.177.71.215,HTTPS
6842,tcp,106.180.225.76,58835,23153,10.177.71.215,HTTPS
6843,tcp,106.180.225.76,58893,23153,10.177.71.215,HTTPS
6845,tcp,106.180.225.76,58919,23153,10.177.71.215,HTTPS
6847,tcp,106.180.225.76,58813,23153,10.177.71.215,HTTPS
6848,tcp,106.180.225.76,58895,23153,10.177.71.215,HTTPS
6849,tcp,106.180.225.76,58883,23153,10.177.71.215,HTTPS
6850,tcp,106.180.225.76,58805,23153,10.177.71.215,HTTPS
6851,tcp,106.180.225.76,58841,23153,10.177.71.215,HTTPS
6858,tcp,106.180.225.76,58875,23153,10.177.71.215,HTTPS
6862,tcp,106.180.225.76,58843,23153,10.177.71.215,HTTPS
6863,tcp,106.180.225.76,58849,23153,10.177.71.215,HTTPS
6865,tcp,106.180.225.76,58923,23153,10.177.71.215,HTTPS
6868,tcp,106.180.225.76,58821,23153,10.177.71.215,HTTPS
6870,tcp,106.180.225.76,58855,23153,10.177.71.215,HTTPS
6872,tcp,106.180.225.76,58885,23153,10.177.71.215,HTTPS
6876,tcp,106.180.225.76,58839,23153,10.177.71.215,HTTPS
6878,tcp,106.180.225.76,58871,23153,10.177.71.215,HTTPS
6879,tcp,106.180.225.76,58795,23153,10.177.71.215,HTTPS
6880,tcp,106.180.225.76,58917,23153,10.177.71.215,HTTPS
6881,tcp,106.180.225.76,58837,23153,10.177.71.215,HTTPS
6883,tcp,106.180.225.76,58827,23153,10.177.71.215,HTTPS
6887,tcp,106.180.225.76,58899,23153,10.177.71.215,HTTPS
6888,tcp,106.180.225.76,58881,23153,10.177.71.215,HTTPS
6889,tcp,106.180.225.76,58907,23153,10.177.71.215,HTTPS
6890,tcp,106.180.225.76,58877,23153,10.177.71.215,HTTPS
6894,tcp,106.180.225.76,58845,23153,10.177.71.215,HTTPS
6895,tcp,106.180.225.76,58811,23153,10.177.71.215,HTTPS
6896,tcp,106.180.225.76,58909,23153,10.177.71.215,HTTPS
6897,tcp,106.180.225.76,58889,23153,10.177.71.215,HTTPS
6898,tcp,106.180.225.76,58903,23153,10.177.71.215,HTTPS
6899,tcp,106.180.225.76,58891,23153,10.177.71.215,HTTPS
6900,tcp,106.180.225.76,58911,23153,10.177.71.215,HTTPS
6901,tcp,175.27.4.102,58645,80,10.177.71.215,微信消息
6903,tcp,106.180.225.76,58897,23153,10.177.71.215,HTTPS
6904,tcp,106.180.225.76,58857,23153,10.177.71.215,HTTPS
6905,tcp,106.180.225.76,58809,23153,10.177.71.215,HTTPS
6906,tcp,106.180.225.76,58851,23153,10.177.71.215,HTTPS
6907,tcp,106.180.225.76,58869,23153,10.177.71.215,HTTPS
6908,tcp,106.180.225.76,58815,23153,10.177.71.215,HTTPS
6910,tcp,106.180.225.76,58901,23153,10.177.71.215,HTTPS
6930,tcp,106.180.225.76,58905,23153,10.177.71.215,HTTPS
7031,tcp,106.180.225.76,58961,23153,10.177.71.215,HTTPS
7050,tcp,175.27.4.102,58941,80,10.177.71.215,微信消息
7061,tcp,198.175.113.248,58152,9080,10.177.71.215,SSH
7227,tcp,106.180.225.76,58985,23153,10.177.71.215,HTTPS
7232,tcp,182.254.116.116,58991,80,10.177.71.215,网页浏览
7254,tcp,175.27.4.102,58974,80,10.177.71.215,微信消息
7272,tcp,110.242.70.52,57968,80,10.177.71.215,百度网盘
7307,tcp,106.180.225.76,57313,23153,10.177.71.215,HTTPS
7474,tcp,175.27.4.102,59000,80,10.177.71.215,微信消息
7591,tcp,106.180.225.76,59038,23153,10.177.71.215,HTTPS
7618,tcp,106.180.225.76,57274,23153,10.177.71.215,HTTPS
7633,tcp,106.180.225.76,59041,23153,10.177.71.215,HTTPS
7646,tcp,175.27.4.102,59024,80,10.177.71.215,微信消息
7676,tcp,106.180.225.76,57264,23153,10.177.71.215,HTTPS
7752,tcp,106.180.225.76,59067,23153,10.177.71.215,HTTPS
7830,tcp,175.27.4.102,59051,80,10.177.71.215,微信消息
7922,tcp,106.180.225.76,59087,23153,10.177.71.215,HTTPS
7944,tcp,110.242.69.202,58631,443,10.177.71.215,百度网盘
7947,tcp,106.180.225.76,58226,23153,10.177.71.215,HTTPS
7984,tcp,106.180.225.76,58221,23153,10.177.71.215,HTTPS
7994,tcp,106.180.225.76,59096,23153,10.177.71.215,HTTPS
